Protein,Protein Description,Protein Gene,Actis_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area
sp|A2VDJ0|T131L_HUMAN,Transmembrane protein 131-like OS=Homo sapiens OX=9606 GN=TMEM131L PE=1 SV=2,TMEM131L,7.5429E+4,4.8495E+4,5.0184E+4,8.0649E+4,1.2501E+5,9.6234E+4,1.3933E+5,5.9554E+4,5.5389E+4,1.9117E+4,5.3143E+4,5.8240E+4,4.3520E+4,3.6014E+4,3.9081E+4,5.4683E+4,6.8352E+4,8.9473E+4
sp|A6NI28|RHG42_HUMAN,Rho GTPase-activating protein 42 OS=Homo sapiens OX=9606 GN=ARHGAP42 PE=1 SV=3,ARHGAP42,5.2650E+4,5.7453E+4,4.0621E+4,2.2467E+4,4.3347E+4,2.9267E+4,2.5211E+4,2.6138E+4,2.7569E+4,1.9503E+4,2.2033E+4,1.5594E+4,3.6411E+3,2.3289E+4,3.6842E+4,3.1870E+4,2.0189E+4,2.6998E+4
sp|O00471|EXOC5_HUMAN,Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1,EXOC5,1.8587E+6,1.7310E+6,1.6406E+6,2.5227E+6,1.8763E+6,1.6980E+6,1.5160E+6,1.4611E+6,1.4183E+6,1.4719E+6,1.5211E+6,1.4277E+6,1.6909E+6,1.8976E+6,1.9562E+6,1.1400E+6,1.5156E+6,1.2963E+6
sp|O14867|BACH1_HUMAN,Transcription regulator protein BACH1 OS=Homo sapiens OX=9606 GN=BACH1 PE=1 SV=2,BACH1,1.0922E+6,1.0738E+6,9.4749E+5,9.8551E+5,9.3358E+5,9.7123E+5,8.7970E+5,9.4076E+5,9.7273E+5,1.0412E+6,5.0207E+5,1.1570E+6,8.4907E+5,8.8896E+5,9.6297E+5,4.4612E+5,9.1221E+5,5.3870E+5
sp|O15173|PGRC2_HUMAN,Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,PGRMC2,2.3097E+6,2.2851E+6,2.1565E+6,1.9254E+6,2.0000E+6,1.8495E+6,1.8223E+6,1.7343E+6,1.8530E+6,2.0750E+6,2.0301E+6,2.1988E+6,1.9112E+6,1.8462E+6,1.9194E+6,1.8414E+6,1.7854E+6,1.7416E+6
sp|O43426|SYNJ1_HUMAN,Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=2,SYNJ1,8.6883E+5,8.1920E+5,8.0131E+5,9.3369E+5,9.5480E+5,9.1777E+5,9.8187E+5,8.7795E+5,1.0327E+6,7.4638E+5,5.5874E+5,7.8332E+5,4.6203E+5,7.1797E+5,7.4896E+5,7.0779E+5,6.8284E+5,5.9142E+5
sp|O75069|TMCC2_HUMAN,Transmembrane and coiled-coil domains protein 2 OS=Homo sapiens OX=9606 GN=TMCC2 PE=1 SV=3,TMCC2,#N/A,6.0548E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.2755E+3,#N/A,#N/A,#N/A
sp|O95415|BRI3_HUMAN,Brain protein I3 OS=Homo sapiens OX=9606 GN=BRI3 PE=1 SV=1,BRI3,2.0494E+5,2.0085E+5,2.1627E+5,2.0659E+5,2.1017E+5,2.1003E+5,2.4496E+5,2.3158E+5,2.3254E+5,1.9222E+5,2.0885E+5,2.0331E+5,1.9720E+5,2.6441E+5,2.1962E+5,2.3150E+5,2.8642E+5,2.3752E+5
sp|O95487|SC24B_HUMAN,Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2,SEC24B,1.9935E+6,1.9770E+6,1.8750E+6,2.6448E+6,2.0134E+6,2.3011E+6,1.6654E+6,2.2563E+6,1.6527E+6,1.7766E+6,1.5688E+6,1.3890E+6,1.6372E+6,2.4574E+6,1.6150E+6,1.3207E+6,1.4973E+6,1.2917E+6
sp|P05231|IL6_HUMAN,Interleukin-6 OS=Homo sapiens OX=9606 GN=IL6 PE=1 SV=1,IL6,2.1969E+3,#N/A,9.1579E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.8210E+3,#N/A,#N/A,#N/A
sp|P09211|GSTP1_HUMAN,Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2,GSTP1,2.8208E+4,3.0988E+4,2.9932E+4,2.5878E+4,2.2185E+4,2.6354E+4,3.1243E+4,3.4584E+4,2.0471E+4,3.6580E+4,2.9315E+4,1.8919E+4,1.2229E+4,5.3971E+3,9.8155E+3,2.2645E+4,2.5202E+4,2.0885E+4
sp|P13798|ACPH_HUMAN,Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4,APEH,4.2063E+6,4.3977E+6,4.4363E+6,3.7904E+6,3.8185E+6,3.8903E+6,3.4394E+6,3.5645E+6,3.5577E+6,4.2890E+6,4.5045E+6,4.2134E+6,3.7923E+6,4.0877E+6,4.0178E+6,3.6093E+6,3.5969E+6,3.6170E+6
sp|P18433|PTPRA_HUMAN,Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens OX=9606 GN=PTPRA PE=1 SV=3,PTPRA,3.2369E+5,4.0525E+5,3.8711E+5,4.2984E+5,3.9816E+5,4.4258E+5,3.5220E+5,3.4220E+5,3.8659E+5,3.3398E+5,3.7108E+5,3.1622E+5,4.1545E+5,4.5812E+5,4.5903E+5,3.7000E+5,4.2631E+5,3.9505E+5
sp|P49589|SYCC_HUMAN,"Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3",CARS1,2.5270E+6,2.7982E+6,2.8153E+6,2.5228E+6,2.6040E+6,2.5712E+6,2.4589E+6,2.4806E+6,2.4520E+6,2.5912E+6,2.5493E+6,2.7482E+6,2.3921E+6,2.7037E+6,2.6896E+6,2.1851E+6,2.6633E+6,2.5707E+6
sp|P50747|BPL1_HUMAN,Biotin--protein ligase OS=Homo sapiens OX=9606 GN=HLCS PE=1 SV=1,HLCS,4.3895E+5,4.7998E+5,4.8614E+5,4.6878E+5,5.3580E+5,5.7510E+5,4.2171E+5,5.1294E+5,4.8441E+5,4.6352E+5,5.0063E+5,5.8908E+5,5.3043E+5,5.1580E+5,5.1335E+5,4.4476E+5,4.4649E+5,4.0180E+5
sp|P57053|H2BFS_HUMAN,Histone H2B type F-S OS=Homo sapiens OX=9606 GN=H2BC12L PE=1 SV=2,H2BC12L,3.7051E+8,3.4543E+8,3.4677E+8,3.0951E+8,3.0355E+8,2.9218E+8,2.7370E+8,2.3853E+8,2.4670E+8,3.7464E+8,3.4086E+8,3.3570E+8,2.9317E+8,2.9581E+8,2.9147E+8,2.7957E+8,2.5060E+8,2.5753E+8
sp|P78406|RAE1L_HUMAN,mRNA export factor RAE1 OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1,RAE1,4.9429E+6,5.4153E+6,5.3811E+6,4.4083E+6,5.0861E+6,4.4112E+6,4.1698E+6,4.2347E+6,4.0125E+6,4.4785E+6,4.4529E+6,4.9861E+6,4.0484E+6,4.2835E+6,4.9071E+6,3.8806E+6,4.4131E+6,4.2925E+6
sp|P85299|PRR5_HUMAN,Proline-rich protein 5 OS=Homo sapiens OX=9606 GN=PRR5 PE=1 SV=1,PRR5,6.2472E+3,#N/A,1.8993E+3,7.8552E+3,#N/A,9.6839E+3,1.0438E+4,7.9204E+3,#N/A,9.1437E+3,9.0419E+3,4.4511E+3,#N/A,1.1802E+4,7.9387E+3,1.1127E+4,#N/A,7.1475E+3
sp|Q13888|TF2H2_HUMAN,General transcription factor IIH subunit 2 OS=Homo sapiens OX=9606 GN=GTF2H2 PE=1 SV=1,GTF2H2,7.0634E+5,1.5666E+6,7.9415E+5,1.3928E+6,7.5031E+5,6.0298E+5,1.2939E+6,6.4316E+5,1.2041E+6,1.6309E+6,6.7172E+5,7.1684E+5,1.1308E+6,1.3270E+6,1.2046E+6,6.0533E+5,7.0756E+5,7.7501E+5
sp|Q15057|ACAP2_HUMAN,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ACAP2 PE=1 SV=3",ACAP2,1.4015E+6,1.4653E+6,1.5540E+6,1.4589E+6,1.3031E+6,1.2490E+6,1.3144E+6,1.0281E+6,1.3204E+6,1.1223E+6,1.2679E+6,1.2390E+6,1.1096E+6,1.1575E+6,1.2223E+6,9.8705E+5,1.0598E+6,9.3392E+5
sp|Q15758|AAAT_HUMAN,Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2,SLC1A5,4.3264E+6,4.3517E+6,4.1437E+6,3.9461E+6,4.0951E+6,4.0588E+6,3.6113E+6,3.6092E+6,3.4562E+6,4.1287E+6,4.0871E+6,4.2071E+6,4.1633E+6,4.1879E+6,4.3723E+6,3.6280E+6,3.5542E+6,3.7613E+6
sp|Q309B1|TR16L_HUMAN,Tripartite motif-containing protein 16-like protein OS=Homo sapiens OX=9606 GN=TRIM16L PE=1 SV=3,TRIM16L,3.5135E+5,3.9120E+5,4.1094E+5,2.9044E+5,3.5423E+5,3.8894E+5,3.4110E+5,4.1293E+5,3.7732E+5,3.0970E+5,3.3835E+5,4.7051E+5,2.9097E+5,3.5187E+5,4.3191E+5,3.4511E+5,3.8972E+5,3.6879E+5
sp|Q5TEC6|H37_HUMAN,Histone H3-7 OS=Homo sapiens OX=9606 GN=H3-7 PE=1 SV=1,H3-7,1.3656E+8,1.2710E+8,1.2103E+8,1.5999E+8,1.4029E+8,1.4765E+8,1.2323E+8,1.0819E+8,1.1310E+8,1.2817E+8,1.2470E+8,1.2102E+8,1.4957E+8,1.4872E+8,1.5902E+8,1.0920E+8,1.0479E+8,1.0681E+8
sp|Q5TF39|MFS4B_HUMAN,Sodium-dependent glucose transporter 1 OS=Homo sapiens OX=9606 GN=MFSD4B PE=1 SV=1,MFSD4B,2.5302E+4,3.0315E+4,2.5977E+4,2.3314E+4,2.8545E+4,2.2373E+4,2.0450E+4,2.5293E+4,2.9357E+4,3.0465E+4,2.3688E+4,2.9440E+4,2.5078E+4,2.8667E+4,2.5509E+4,1.3801E+4,1.9128E+4,2.2410E+4
sp|Q5THR3|EFCB6_HUMAN,EF-hand calcium-binding domain-containing protein 6 OS=Homo sapiens OX=9606 GN=EFCAB6 PE=1 SV=1,EFCAB6,4.6335E+3,#N/A,#N/A,3.7841E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q6P9F0|CCD62_HUMAN,Coiled-coil domain-containing protein 62 OS=Homo sapiens OX=9606 GN=CCDC62 PE=1 SV=2,CCDC62,#N/A,2.5418E+4,#N/A,4.4802E+4,4.4447E+4,4.5330E+4,5.0311E+4,4.7902E+4,4.5643E+4,#N/A,#N/A,#N/A,5.3365E+4,#N/A,6.1829E+4,4.5865E+4,#N/A,4.8562E+4
sp|Q6ZMP0|THSD4_HUMAN,Thrombospondin type-1 domain-containing protein 4 OS=Homo sapiens OX=9606 GN=THSD4 PE=2 SV=2,THSD4,5.7657E+4,4.8333E+4,6.0571E+4,4.3434E+4,1.1528E+5,1.3554E+5,5.4225E+4,9.6171E+4,4.6572E+4,4.8731E+4,7.5707E+4,7.4942E+4,7.2248E+4,5.8972E+4,5.5000E+4,2.7042E+4,4.9687E+4,3.7011E+4
sp|Q86T24|KAISO_HUMAN,Transcriptional regulator Kaiso OS=Homo sapiens OX=9606 GN=ZBTB33 PE=1 SV=2,ZBTB33,4.5924E+5,5.1715E+5,4.5689E+5,4.2391E+5,4.8128E+5,4.6051E+5,5.1508E+5,5.3171E+5,5.3989E+5,4.0184E+5,5.2664E+5,6.1210E+5,5.1009E+5,4.2659E+5,5.3261E+5,4.3191E+5,5.6684E+5,5.6001E+5
sp|Q86VZ5|SMS1_HUMAN,Phosphatidylcholine:ceramide cholinephosphotransferase 1 OS=Homo sapiens OX=9606 GN=SGMS1 PE=1 SV=3,SGMS1,3.3335E+5,3.4392E+5,3.5571E+5,3.2351E+5,3.7063E+5,3.4544E+5,3.2048E+5,3.7252E+5,3.7138E+5,2.8833E+5,2.3142E+5,3.1482E+5,3.1049E+5,3.3961E+5,3.2236E+5,2.8830E+5,3.6668E+5,3.2467E+5
sp|Q86XA9|HTR5A_HUMAN,HEAT repeat-containing protein 5A OS=Homo sapiens OX=9606 GN=HEATR5A PE=1 SV=2,HEATR5A,1.7329E+6,2.2088E+6,2.2259E+6,1.7909E+6,1.9949E+6,1.9487E+6,1.7014E+6,2.0472E+6,1.7939E+6,1.8969E+6,1.8683E+6,2.2884E+6,2.0348E+6,1.9668E+6,1.7980E+6,1.6624E+6,1.8417E+6,2.1544E+6
sp|Q8IYT4|KATL2_HUMAN,Katanin p60 ATPase-containing subunit A-like 2 OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=3,KATNAL2,4.5628E+6,4.0061E+6,#N/A,3.2414E+6,3.1202E+6,3.0584E+6,#N/A,#N/A,2.9866E+6,4.4186E+6,#N/A,4.1274E+6,#N/A,2.9864E+6,#N/A,#N/A,#N/A,3.0132E+6
sp|Q8IZJ1|UNC5B_HUMAN,Netrin receptor UNC5B OS=Homo sapiens OX=9606 GN=UNC5B PE=1 SV=2,UNC5B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.2022E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8NB50|ZFP62_HUMAN,Zinc finger protein 62 homolog OS=Homo sapiens OX=9606 GN=ZFP62 PE=1 SV=3,ZFP62,1.2396E+5,1.1079E+6,1.9577E+5,2.5420E+5,9.7871E+5,1.3933E+5,3.5723E+5,2.2732E+5,1.7032E+5,1.4968E+6,7.1100E+5,2.1486E+5,7.6558E+5,2.0564E+5,7.0053E+5,5.3161E+5,1.5901E+5,1.8747E+5
sp|Q8TBE9|NANP_HUMAN,N-acylneuraminate-9-phosphatase OS=Homo sapiens OX=9606 GN=NANP PE=1 SV=1,NANP,7.5963E+4,4.5728E+4,1.0118E+5,7.4544E+4,9.9802E+4,9.7501E+4,1.4830E+5,9.6428E+4,8.7090E+4,5.1657E+4,6.2027E+4,1.1661E+5,8.2100E+4,1.0417E+5,4.1724E+4,1.1165E+5,9.0493E+4,1.2541E+5
sp|Q8WUF8|F172A_HUMAN,Cotranscriptional regulator FAM172A OS=Homo sapiens OX=9606 GN=FAM172A PE=1 SV=1,FAM172A,3.7554E+5,1.0811E+6,8.8861E+5,5.7601E+5,1.2265E+6,6.3507E+5,1.0932E+6,7.9435E+5,5.0868E+5,5.0965E+5,2.9250E+5,4.2346E+5,5.2793E+5,6.8964E+5,7.0780E+5,3.5343E+5,4.6189E+5,6.9929E+5
sp|Q8WYP3|RIN2_HUMAN,Ras and Rab interactor 2 OS=Homo sapiens OX=9606 GN=RIN2 PE=1 SV=1,RIN2,3.5365E+3,#N/A,2.2562E+3,4.5081E+3,6.4998E+3,#N/A,9.4916E+3,6.1272E+3,2.2594E+4,6.8543E+3,1.5469E+4,4.4712E+3,#N/A,7.9961E+3,6.4290E+3,#N/A,3.9585E+3,3.2898E+3
sp|Q93096|TP4A1_HUMAN,Protein tyrosine phosphatase type IVA 1 OS=Homo sapiens OX=9606 GN=PTP4A1 PE=1 SV=2,PTP4A1,1.4060E+6,1.3022E+6,1.2885E+6,1.2676E+6,1.1822E+6,1.1656E+6,1.0965E+6,1.1149E+6,1.2061E+6,1.4279E+6,1.3695E+6,1.3147E+6,1.2444E+6,1.1959E+6,1.2750E+6,1.1390E+6,1.2546E+6,1.3726E+6
sp|Q96RF0|SNX18_HUMAN,Sorting nexin-18 OS=Homo sapiens OX=9606 GN=SNX18 PE=1 SV=2,SNX18,1.0974E+5,1.1726E+5,1.0923E+5,1.0597E+5,1.2125E+5,1.4261E+5,8.4825E+4,9.0565E+4,7.6571E+4,1.3386E+5,6.3153E+4,1.0899E+5,7.1282E+4,8.3612E+4,1.0044E+5,1.2483E+5,1.0463E+5,7.0989E+4
sp|Q9BQ75|CMS1_HUMAN,Protein CMSS1 OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=2,CMSS1,1.3515E+6,1.3657E+6,1.3471E+6,1.2307E+6,1.0814E+6,1.1657E+6,1.0437E+6,1.0207E+6,1.2569E+6,1.3037E+6,1.3046E+6,1.3050E+6,1.1723E+6,1.3856E+6,1.4502E+6,1.0946E+6,1.3403E+6,1.2367E+6
sp|Q9BW04|SARG_HUMAN,Specifically androgen-regulated gene protein OS=Homo sapiens OX=9606 GN=SARG PE=1 SV=2,SARG,#N/A,6.3968E+3,#N/A,9.4461E+4,5.9546E+4,5.4797E+4,2.2993E+4,#N/A,6.4321E+4,#N/A,#N/A,#N/A,#N/A,#N/A,9.0950E+3,#N/A,#N/A,#N/A
sp|Q9H013|ADA19_HUMAN,Disintegrin and metalloproteinase domain-containing protein 19 OS=Homo sapiens OX=9606 GN=ADAM19 PE=1 SV=3,ADAM19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3301E+4,#N/A,#N/A,#N/A,#N/A,#N/A,2.2115E+4,#N/A,#N/A,#N/A,#N/A,1.5057E+4
sp|Q9H3R1|NDST4_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 OS=Homo sapiens OX=9606 GN=NDST4 PE=2 SV=1,NDST4,#N/A,#N/A,2.3988E+4,#N/A,3.8095E+3,#N/A,#N/A,8.1669E+3,1.0140E+4,#N/A,#N/A,8.8084E+3,#N/A,#N/A,#N/A,#N/A,#N/A,2.1854E+4
sp|Q9H7Z6|KAT8_HUMAN,Histone acetyltransferase KAT8 OS=Homo sapiens OX=9606 GN=KAT8 PE=1 SV=2,KAT8,4.9353E+5,5.2897E+5,5.1276E+5,5.4906E+5,6.1703E+5,5.7194E+5,9.9142E+5,1.0972E+6,9.5599E+5,4.8307E+5,4.2949E+5,4.9845E+5,5.1430E+5,5.3055E+5,5.9455E+5,4.3301E+5,1.0336E+6,8.2214E+5
sp|Q9HAT2|SIAE_HUMAN,Sialate O-acetylesterase OS=Homo sapiens OX=9606 GN=SIAE PE=1 SV=1,SIAE,2.3884E+5,1.9505E+5,1.5848E+5,2.1090E+5,1.9647E+5,2.0793E+5,2.1124E+5,2.6993E+5,2.3761E+5,1.8491E+5,1.6964E+5,1.8819E+5,1.8697E+5,2.1853E+5,2.4030E+5,1.8397E+5,2.9843E+5,2.2551E+5
sp|Q9NUJ3|T11L1_HUMAN,T-complex protein 11-like protein 1 OS=Homo sapiens OX=9606 GN=TCP11L1 PE=1 SV=1,TCP11L1,2.4566E+5,3.0548E+5,3.0062E+5,3.2114E+5,3.1358E+5,2.8044E+5,2.5095E+5,2.9276E+5,3.3166E+5,2.6077E+5,2.3794E+5,2.7920E+5,3.0717E+5,3.7480E+5,2.7348E+5,1.9926E+5,2.3397E+5,2.7560E+5
sp|Q9NZQ3|SPN90_HUMAN,NCK-interacting protein with SH3 domain OS=Homo sapiens OX=9606 GN=NCKIPSD PE=1 SV=1,NCKIPSD,8.4523E+5,8.7546E+5,9.7349E+5,8.6945E+5,9.1961E+5,8.8856E+5,7.7058E+5,1.1272E+6,8.8798E+5,8.7655E+5,8.7052E+5,8.9948E+5,8.5322E+5,8.8298E+5,9.7884E+5,7.9354E+5,8.7747E+5,8.1098E+5
sp|Q9UIQ6|LCAP_HUMAN,Leucyl-cystinyl aminopeptidase OS=Homo sapiens OX=9606 GN=LNPEP PE=1 SV=3,LNPEP,2.1744E+6,2.1269E+6,2.1629E+6,1.9201E+6,2.2079E+6,1.8474E+6,1.9496E+6,1.8575E+6,1.8708E+6,1.8796E+6,2.0047E+6,2.1319E+6,2.0039E+6,1.9579E+6,1.9510E+6,1.9865E+6,1.9948E+6,1.8379E+6
sp|Q9UMR3|TBX20_HUMAN,T-box transcription factor TBX20 OS=Homo sapiens OX=9606 GN=TBX20 PE=1 SV=4,TBX20,#N/A,1.7617E+4,7.5173E+3,8.7293E+3,3.3917E+3,#N/A,6.3599E+3,#N/A,5.7001E+3,#N/A,1.0804E+4,5.2376E+3,2.9923E+3,#N/A,#N/A,#N/A,#N/A,1.3187E+4
sp|Q9UPT8|ZC3H4_HUMAN,Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3,ZC3H4,1.4645E+6,1.3406E+6,1.4584E+6,1.2887E+6,1.3970E+6,1.3638E+6,1.3004E+6,1.2650E+6,1.3289E+6,1.3459E+6,1.4383E+6,1.4611E+6,1.3184E+6,1.4073E+6,1.4279E+6,1.3961E+6,1.3585E+6,1.2841E+6
sp|Q9UQ84|EXO1_HUMAN,Exonuclease 1 OS=Homo sapiens OX=9606 GN=EXO1 PE=1 SV=2,EXO1,3.2097E+5,2.8981E+5,2.9557E+5,3.5635E+5,2.9494E+5,3.0816E+5,2.7740E+5,3.0169E+5,3.1741E+5,2.6926E+5,2.4538E+5,2.7991E+5,2.6871E+5,2.9755E+5,2.2641E+5,2.7050E+5,2.9960E+5,2.8669E+5
sp|Q9Y4Y9|LSM5_HUMAN,U6 snRNA-associated Sm-like protein LSm5 OS=Homo sapiens OX=9606 GN=LSM5 PE=1 SV=3,LSM5,3.9584E+3,1.7774E+4,2.1186E+4,1.4745E+4,5.2935E+4,4.0423E+4,1.6033E+4,4.3103E+4,3.9621E+4,8.3568E+3,1.3264E+4,2.6879E+4,3.0963E+4,7.3519E+4,3.9603E+4,2.7279E+4,5.6926E+4,6.0454E+4
sp|Q9Y6G9|DC1L1_HUMAN,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3,DYNC1LI1,4.0867E+6,4.0456E+6,3.8909E+6,3.8986E+6,3.6785E+6,3.6126E+6,3.5282E+6,3.3235E+6,3.5839E+6,3.7013E+6,4.3134E+6,3.9194E+6,3.5480E+6,3.1402E+6,3.8284E+6,3.5610E+6,3.4843E+6,3.4739E+6
sp|A5PLN9|TPC13_HUMAN,Trafficking protein particle complex subunit 13 OS=Homo sapiens OX=9606 GN=TRAPPC13 PE=1 SV=2,TRAPPC13,2.6164E+5,2.6900E+5,2.5263E+5,2.4259E+5,2.6588E+5,2.9347E+5,2.7066E+5,2.4419E+5,2.7967E+5,2.4800E+5,3.3160E+5,2.9163E+5,3.2135E+5,3.7526E+5,2.5887E+5,2.0894E+5,3.3282E+5,3.1733E+5
sp|A8MWY0|ELAP2_HUMAN,Endosome/lysosome-associated apoptosis and autophagy regulator family member 2 OS=Homo sapiens OX=9606 GN=ELAPOR2 PE=1 SV=2,ELAPOR2,#N/A,#N/A,#N/A,1.7971E+4,#N/A,1.9840E+4,#N/A,#N/A,2.0234E+4,#N/A,#N/A,#N/A,1.0916E+4,#N/A,8.1463E+3,#N/A,1.6481E+4,#N/A
sp|O14544|SOCS6_HUMAN,Suppressor of cytokine signaling 6 OS=Homo sapiens OX=9606 GN=SOCS6 PE=1 SV=2,SOCS6,6.0344E+4,4.5073E+4,5.1959E+4,7.2270E+4,1.7120E+5,1.0424E+5,8.0854E+4,7.9641E+4,8.1168E+4,4.1340E+4,7.3787E+4,6.7400E+4,1.0287E+5,8.2005E+4,1.2544E+5,3.6440E+4,5.0521E+4,6.4094E+4
sp|O43189|PHF1_HUMAN,PHD finger protein 1 OS=Homo sapiens OX=9606 GN=PHF1 PE=1 SV=3,PHF1,1.7733E+5,1.6177E+5,2.4232E+5,2.0621E+5,2.7026E+5,2.0924E+5,3.3231E+5,3.2427E+5,3.3329E+5,1.5161E+5,1.8027E+5,1.8149E+5,1.4417E+5,2.3858E+5,1.9512E+5,2.0750E+5,2.0379E+5,4.1777E+5
sp|O43194|GPR39_HUMAN,G-protein coupled receptor 39 OS=Homo sapiens OX=9606 GN=GPR39 PE=1 SV=1,GPR39,#N/A,3.5161E+4,1.6885E+4,2.5594E+4,2.8894E+4,7.6579E+3,3.7891E+4,3.1843E+4,2.0724E+4,2.0623E+4,1.5394E+4,2.7989E+4,8.4869E+3,3.3343E+4,2.9736E+4,1.8716E+4,3.4583E+4,3.7980E+4
sp|O43766|LIAS_HUMAN,"Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=3",LIAS,1.1074E+5,1.2474E+5,1.3224E+5,1.2769E+5,1.3774E+5,9.9319E+4,1.2984E+5,1.1807E+5,1.8517E+5,7.8518E+4,9.8557E+4,1.2148E+5,1.2829E+5,1.1377E+5,1.2799E+5,1.1941E+5,1.2270E+5,1.3426E+5
sp|O94888|UBXN7_HUMAN,UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2,UBXN7,1.0503E+6,1.0352E+6,1.0511E+6,1.0229E+6,9.8043E+5,9.6646E+5,9.3743E+5,9.4255E+5,8.9180E+5,1.0046E+6,1.0304E+6,1.0403E+6,1.0784E+6,1.0238E+6,1.0652E+6,9.4759E+5,9.4326E+5,9.3501E+5
sp|O95479|G6PE_HUMAN,GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens OX=9606 GN=H6PD PE=1 SV=2,H6PD,1.8689E+5,2.1461E+5,1.9890E+5,1.8774E+5,2.0841E+5,2.6109E+5,3.2537E+5,2.7135E+5,2.4323E+5,2.1254E+5,1.5103E+5,3.0144E+5,2.7223E+5,1.7357E+5,2.5646E+5,1.2433E+5,2.1635E+5,2.1174E+5
sp|P07305|H10_HUMAN,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3,H1-0,2.4120E+6,2.2813E+6,2.2178E+6,2.0887E+6,2.0238E+6,1.9785E+6,1.6407E+6,1.6052E+6,1.6184E+6,1.8640E+6,1.8717E+6,2.2052E+6,2.1579E+6,2.5906E+6,2.0693E+6,1.4973E+6,1.8687E+6,1.8108E+6
